City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,taoudenni,22.6783,-3.9836,29.18,7,0,5.49,ML,1680206711
329,birao,10.2849,22.7882,28.88,14,34,2.8,CF,1680206711
330,valparaiso,-33.0393,-71.6273,31.13,15,0,5.66,CL,1680206629
331,lata,40.1629,-8.3327,16.07,82,100,2.07,PT,1680206711
332,olinda,-8.0089,-34.8553,27.85,69,20,3.09,BR,1680206711
333,seaside,36.6111,-121.8516,14.4,66,40,3.6,US,1680206712
334,clyde river,70.4692,-68.5914,-17.87,78,100,5.66,CA,1680206712
335,huambo,-12.7761,15.7392,16.19,95,100,1.18,AO,1680206712
336,beloha,-25.1667,45.05,21.6,90,24,2.84,MG,1680206712
337,adrar,20.5022,-10.0711,29.28,9,0,5.93,MR,1680206712
338,hasaki,35.7333,140.8333,10.68,77,100,4.36,JP,1680206712
339,shimoda,34.6667,138.95,10.06,65,100,1.48,JP,1680206713
340,longkou,37.6508,120.3286,9.0,45,0,4.53,CN,1680206713
341,naryan-mar,67.6713,53.087,-0.94,87,100,8.74,RU,1680206713
342,kanniyakumari,8.0833,77.5667,26.98,82,6,4.94,IN,1680206713
343,nova granada,-20.5339,-49.3142,31.14,76,82,0.62,BR,1680206713
344,xichang,27.8964,102.2634,11.57,83,62,1.18,CN,1680206714
345,aasiaat,68.7098,-52.8699,-21.5,92,6,1.64,GL,1680206714
346,champerico,14.3,-91.9167,34.3,57,3,5.14,GT,1680206714
347,komsomolskiy,40.4272,71.7189,15.4,63,100,1.03,UZ,1680206714
348,portland,45.5234,-122.6762,12.67,69,75,5.36,US,1680206273
349,port macquarie,-31.4333,152.9167,11.05,68,0,2.89,AU,1680206714
350,nizhniy odes,63.6445,54.856,0.28,89,100,5.46,RU,1680206714
351,antofagasta,-23.65,-70.4,22.6,73,39,3.55,CL,1680206715
352,nouakchott,18.0858,-15.9785,24.96,60,0,5.81,MR,1680206715
353,ajaccio,42.0,8.9167,9.03,54,0,3.6,FR,1680206715
354,bera,24.0833,89.6167,23.93,78,0,4.11,BD,1680206715
355,mouila,-1.8685,11.0559,22.61,98,100,1.18,GA,1680206715
356,cockburn town,21.4612,-71.1419,25.55,72,2,5.13,TC,1680206715
357,preobrazheniye,42.9019,133.9064,4.35,54,0,1.77,RU,1680206716
358,sorong,-0.8833,131.25,26.69,81,100,0.66,ID,1680206716
359,mercedes,-34.6515,-59.4307,24.36,50,64,4.76,AR,1680206705
360,huanan,46.2167,130.5167,2.63,40,0,0.74,CN,1680206716
361,quatre cocos,-20.2078,57.7625,26.72,86,53,6.1,MU,1680206717
362,bitung,1.4451,125.1824,24.47,84,76,2.43,ID,1680206717
363,annau,37.8876,58.516,18.72,39,12,2.06,TM,1680206717
364,schweinfurt,50.05,10.2333,12.0,91,8,4.22,DE,1680206717
365,erzin,36.9559,36.2,5.33,37,82,1.47,TR,1680206717
